iid,gender,idg,partner,pid,match,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s
2,0,3,5,15,0,0.3,0.1,0.2,0.1,0.1,0.2,1,0.181818182,0.181818182,0.181818182,0.181818182,0.127272727,0.145454545,10,1,1,24,1,1,5,1,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,0.45,0.05,0.25,0.2,0,0.05,0.212121212,0.151515152,0.303030303,0.242424242,0.090909091,0,0.133333333,0.177777778,0.155555556,0.2,0.155555556,0.177777778,8,6,1,3,0,0,0,0,0
2,0,3,6,16,0,0.5,0,0.3,0.1,0,0.1,1,0.170731707,0.195121951,0.170731707,0.12195122,0.170731707,0.170731707,7,5,2,24,1,1,5,1,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,0.45,0.05,0.25,0.2,0,0.05,0.212121212,0.151515152,0.303030303,0.242424242,0.090909091,0,0.235294118,0.205882353,0.235294118,0.088235294,0.176470588,0.058823529,6,5,2,3,0,0,0,0,0
2,0,3,7,17,0,0.35,0.15,0.25,0.1,0.05,0.1,0,0.217391304,0.130434783,0.173913043,0.130434783,0.217391304,0.130434783,4,3,2,24,1,1,5,1,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,0.45,0.05,0.25,0.2,0,0.05,0.212121212,0.151515152,0.303030303,0.242424242,0.090909091,1,0.162790698,0.11627907,0.209302326,0.139534884,0.162790698,0.209302326,8,7,2,3,0,0,0,0,0
2,0,3,8,18,0,0.333333333,0.111111111,0.111111111,0.111111111,0.111111111,0.222222222,1,0.175,0.175,0.175,0.175,0.175,0.125,7,6,2,24,1,1,5,1,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,0.45,0.05,0.25,0.2,0,0.05,0.212121212,0.151515152,0.303030303,0.242424242,0.090909091,0,0.128205128,0.205128205,0.179487179,0.128205128,0.230769231,0.128205128,5,6,2,3,0,0,0,0,0
2,0,3,9,19,1,0.5,0,0.25,0.1,0,0.15,1,0.170212766,0.127659574,0.191489362,0.191489362,0.170212766,0.14893617,8,8,2,24,1,1,5,1,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,0.45,0.05,0.25,0.2,0,0.05,0.212121212,0.151515152,0.303030303,0.242424242,0.090909091,1,0.179487179,0.153846154,0.205128205,0.230769231,0.102564103,0.128205128,5,6,2,3,0,0,0,0,0
2,0,3,10,20,0,1,0,0,0,0,0,0,0.146341463,0.12195122,0.170731707,0.170731707,0.219512195,0.170731707,6,9,2,24,1,1,5,1,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,0.45,0.05,0.25,0.2,0,0.05,0.212121212,0.151515152,0.303030303,0.242424242,0.090909091,1,0.133333333,0.155555556,0.177777778,0.155555556,0.2,0.177777778,8,7,2,3,0,0,0,0,0
3,0,5,1,11,0,0.35,0.2,0.2,0.2,0,0.05,0,0.184210526,0.210526316,0.157894737,0.131578947,0.210526316,0.105263158,5,2,1,25,2,6,3,1,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,0.35,0.1,0.35,0.1,0.1,0,0.19047619,0.214285714,0.19047619,0.214285714,0.19047619,0,0.14,0.18,0.2,0.14,0.16,0.18,8,7,1,,0,0,0,0,0
3,0,5,2,12,0,0.6,0,0,0.4,0,0,0,0.15,0.175,0.25,0.15,0.15,0.125,7,3,2,25,2,6,3,1,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,0.35,0.1,0.35,0.1,0.1,0,0.19047619,0.214285714,0.19047619,0.214285714,0.19047619,0,0.183673469,0.142857143,0.183673469,0.163265306,0.183673469,0.142857143,8,7,2,,0,0,0,0,0
3,0,5,3,13,0,0.19,0.18,0.19,0.18,0.14,0.12,1,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,10,10,2,25,2,6,3,1,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,0.35,0.1,0.35,0.1,0.1,0,0.19047619,0.214285714,0.19047619,0.214285714,0.19047619,0,0.145833333,0.1875,0.1875,0.145833333,0.1875,0.145833333,8,7,2,,0,0,0,0,0
3,0,5,4,14,0,0.3,0.05,0.15,0.4,0.05,0.05,1,0.145833333,0.1875,0.166666667,0.166666667,0.166666667,0.166666667,7,7,2,25,2,6,3,1,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,0.35,0.1,0.35,0.1,0.1,0,0.19047619,0.214285714,0.19047619,0.214285714,0.19047619,0,0.1875,0.145833333,0.1875,0.145833333,0.1875,0.145833333,8,7,2,,0,0,0,0,0
3,0,5,5,15,0,0.3,0.1,0.2,0.1,0.1,0.2,1,0.2,0.333333333,0.266666667,0.2,0,0,6,1,2,25,2,6,3,1,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,0.35,0.1,0.35,0.1,0.1,0,0.19047619,0.214285714,0.19047619,0.214285714,0.19047619,0,0.152542373,0.169491525,0.169491525,0.169491525,0.169491525,0.169491525,9,,2,,0,0,0,0,0
3,0,5,6,16,0,0.5,0,0.3,0.1,0,0.1,1,0.189189189,0.162162162,0.162162162,0.162162162,0.162162162,0.162162162,6,7,2,25,2,6,3,1,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,0.35,0.1,0.35,0.1,0.1,0,0.19047619,0.214285714,0.19047619,0.214285714,0.19047619,0,0.150943396,0.188679245,0.188679245,0.132075472,0.169811321,0.169811321,8,,2,,0,0,0,0,0
3,0,5,7,17,0,0.35,0.15,0.25,0.1,0.05,0.1,0,0.222222222,0.111111111,0.185185185,0.148148148,0.185185185,0.148148148,2,2,2,25,2,6,3,1,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,0.35,0.1,0.35,0.1,0.1,0,0.19047619,0.214285714,0.19047619,0.214285714,0.19047619,0,0.16,0.18,0.2,0.14,0.14,0.18,8,7,2,,0,0,0,0,0
3,0,5,8,18,0,0.333333333,0.111111111,0.111111111,0.111111111,0.111111111,0.222222222,0,0.137931034,0.172413793,0.206896552,0.137931034,0.206896552,0.137931034,5,1,2,25,2,6,3,1,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,0.35,0.1,0.35,0.1,0.1,0,0.19047619,0.214285714,0.19047619,0.214285714,0.19047619,0,0.142857143,0.183673469,0.183673469,0.163265306,0.183673469,0.142857143,8,7,2,,0,0,0,0,0
3,0,5,9,19,0,0.5,0,0.25,0.1,0,0.15,1,0.166666667,0.166666667,0.142857143,0.19047619,0.166666667,0.166666667,7,7,2,25,2,6,3,1,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,0.35,0.1,0.35,0.1,0.1,0,0.19047619,0.214285714,0.19047619,0.214285714,0.19047619,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,9,7,2,,0,0,0,0,0
3,0,5,10,20,0,1,0,0,0,0,0,0,0.131578947,0.157894737,0.210526316,0.131578947,0.210526316,0.157894737,5,5,2,25,2,6,3,1,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,0.35,0.1,0.35,0.1,0.1,0,0.19047619,0.214285714,0.19047619,0.214285714,0.19047619,0,0.170212766,0.14893617,0.191489362,0.14893617,0.191489362,0.14893617,8,7,2,,0,0,0,0,0
4,0,7,1,11,0,0.35,0.2,0.2,0.2,0,0.05,0,0.15,0.175,0.2,0.175,0.175,0.125,6,3,2,23,1,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0.2,0.2,0.2,0.2,0.1,0.1,0.179487179,0.205128205,0.230769231,0.179487179,0.205128205,0,0.095238095,0.238095238,0.19047619,0.119047619,0.19047619,0.166666667,6,7,2,2,0,0,0,0,0
4,0,7,2,12,0,0.6,0,0,0.4,0,0,0,0.157894737,0.131578947,0.263157895,0.157894737,0.157894737,0.131578947,6,3,1,23,1,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0.2,0.2,0.2,0.2,0.1,0.1,0.179487179,0.205128205,0.230769231,0.179487179,0.205128205,0,0.166666667,0.145833333,0.166666667,0.208333333,0.145833333,0.166666667,8,1,1,2,0,0,0,0,0
4,0,7,3,13,0,0.19,0.18,0.19,0.18,0.14,0.12,1,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,10,10,0,23,1,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0.2,0.2,0.2,0.2,0.1,0.1,0.179487179,0.205128205,0.230769231,0.179487179,0.205128205,0,0.1,0.175,0.2,0.2,0.15,0.175,4,1,2,2,0,0,0,0,0
4,0,7,4,14,1,0.3,0.05,0.15,0.4,0.05,0.05,1,0.145833333,0.145833333,0.145833333,0.1875,0.1875,0.1875,8,10,1,23,1,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0.2,0.2,0.2,0.2,0.1,0.1,0.179487179,0.205128205,0.230769231,0.179487179,0.205128205,1,0.153846154,0.192307692,0.134615385,0.192307692,0.134615385,0.192307692,8,10,1,2,0,0,0,0,0
4,0,7,5,15,0,0.3,0.1,0.2,0.1,0.1,0.2,1,0.16,0.16,0.18,0.16,0.16,0.18,9,7,2,23,1,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0.2,0.2,0.2,0.2,0.1,0.1,0.179487179,0.205128205,0.230769231,0.179487179,0.205128205,0,0.12244898,0.183673469,0.163265306,0.183673469,0.163265306,0.183673469,7,7,2,2,0,0,0,0,0
4,0,7,6,16,0,0.5,0,0.3,0.1,0,0.1,1,0.146341463,0.146341463,0.170731707,0.170731707,0.195121951,0.170731707,6,6,2,23,1,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0.2,0.2,0.2,0.2,0.1,0.1,0.179487179,0.205128205,0.230769231,0.179487179,0.205128205,0,0.135135135,0.27027027,0.216216216,0.108108108,0.216216216,0.054054054,4,3,2,2,0,0,0,0,0
4,0,7,7,17,0,0.35,0.15,0.25,0.1,0.05,0.1,1,0.21875,0.1875,0.09375,0.15625,0.1875,0.15625,6,4,2,23,1,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0.2,0.2,0.2,0.2,0.1,0.1,0.179487179,0.205128205,0.230769231,0.179487179,0.205128205,0,0.142857143,0.204081633,0.204081633,0.142857143,0.204081633,0.102040816,5,1,2,2,0,0,0,0,0
4,0,7,8,18,0,0.333333333,0.111111111,0.111111111,0.111111111,0.111111111,0.222222222,0,0.157894737,0.184210526,0.210526316,0.157894737,0.157894737,0.131578947,7,7,2,23,1,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0.2,0.2,0.2,0.2,0.1,0.1,0.179487179,0.205128205,0.230769231,0.179487179,0.205128205,0,0.113636364,0.204545455,0.204545455,0.113636364,0.204545455,0.159090909,6,6,2,2,0,0,0,0,0
4,0,7,9,19,1,0.5,0,0.25,0.1,0,0.15,1,0.14,0.14,0.14,0.2,0.18,0.2,8,8,2,23,1,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0.2,0.2,0.2,0.2,0.1,0.1,0.179487179,0.205128205,0.230769231,0.179487179,0.205128205,1,0.173076923,0.153846154,0.192307692,0.192307692,0.134615385,0.153846154,8,8,2,2,0,0,0,0,0
4,0,7,10,20,0,1,0,0,0,0,0,0,0.155555556,0.177777778,0.177777778,0.155555556,0.177777778,0.155555556,7,7,2,23,1,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0.2,0.2,0.2,0.2,0.1,0.1,0.179487179,0.205128205,0.230769231,0.179487179,0.205128205,1,0.150943396,0.169811321,0.188679245,0.188679245,0.150943396,0.150943396,10,8,2,2,0,0,0,0,0
5,0,9,1,11,0,0.35,0.2,0.2,0.2,0,0.05,0,0.139534884,0.186046512,0.186046512,0.186046512,0.162790698,0.139534884,6,5,2,21,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0.2,0.05,0.25,0.25,0.1,0.15,0.181818182,0.090909091,0.181818182,0.303030303,0.242424242,0,0.185185185,0.296296296,0.296296296,0.074074074,0.074074074,0.074074074,7,5,2,,0,0,0,0,0
5,0,9,2,12,0,0.6,0,0,0.4,0,0,0,0.146341463,0.170731707,0.243902439,0.170731707,0.146341463,0.12195122,7,4,1,21,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0.2,0.05,0.25,0.25,0.1,0.15,0.181818182,0.090909091,0.181818182,0.303030303,0.242424242,0,0.228571429,0.171428571,0.171428571,0.142857143,0.142857143,0.142857143,6,4,1,,0,0,0,0,0
5,0,9,3,13,0,0.19,0.18,0.19,0.18,0.14,0.12,1,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,10,10,1,21,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0.2,0.05,0.25,0.25,0.1,0.15,0.181818182,0.090909091,0.181818182,0.303030303,0.242424242,0,0.108108108,0.162162162,0.216216216,0.216216216,0.162162162,0.135135135,6,5,1,,0,0,0,0,0
5,0,9,4,14,1,0.3,0.05,0.15,0.4,0.05,0.05,1,0.125,0.166666667,0.125,0.166666667,0.208333333,0.208333333,7,7,1,21,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0.2,0.05,0.25,0.25,0.1,0.15,0.181818182,0.090909091,0.181818182,0.303030303,0.242424242,1,0.195121951,0.12195122,0.12195122,0.170731707,0.170731707,0.219512195,8,2,1,,0,0,0,0,0
5,0,9,5,15,0,0.3,0.1,0.2,0.1,0.1,0.2,0,0.113636364,0.204545455,0.204545455,0.159090909,0.204545455,0.113636364,5,7,2,21,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0.2,0.05,0.25,0.25,0.1,0.15,0.181818182,0.090909091,0.181818182,0.303030303,0.242424242,0,0.162162162,0.189189189,0.189189189,0.135135135,0.108108108,0.216216216,7,4,2,,0,0,0,0,0
5,0,9,6,16,0,0.5,0,0.3,0.1,0,0.1,0,0.12195122,0.195121951,0.170731707,0.170731707,0.170731707,0.170731707,6,7,2,21,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0.2,0.05,0.25,0.25,0.1,0.15,0.181818182,0.090909091,0.181818182,0.303030303,0.242424242,1,0.131578947,0.157894737,0.184210526,0.131578947,0.184210526,0.210526316,7,3,2,,0,0,0,0,0
5,0,9,7,17,0,0.35,0.15,0.25,0.1,0.05,0.1,0,0.095238095,0.142857143,0.19047619,0.19047619,0.238095238,0.142857143,3,3,2,21,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0.2,0.05,0.25,0.25,0.1,0.15,0.181818182,0.090909091,0.181818182,0.303030303,0.242424242,1,0.166666667,0.166666667,0.222222222,0.138888889,0.138888889,0.166666667,6,3,2,,0,0,0,0,0
5,0,9,8,18,0,0.333333333,0.111111111,0.111111111,0.111111111,0.111111111,0.222222222,0,0.161290323,0.161290323,0.193548387,0.161290323,0.161290323,0.161290323,6,5,2,21,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0.2,0.05,0.25,0.25,0.1,0.15,0.181818182,0.090909091,0.181818182,0.303030303,0.242424242,1,0.142857143,0.142857143,0.2,0.171428571,0.2,0.142857143,6,4,2,,0,0,0,0,0
5,0,9,9,19,1,0.5,0,0.25,0.1,0,0.15,1,0.106382979,0.191489362,0.191489362,0.191489362,0.191489362,0.127659574,7,7,2,21,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0.2,0.05,0.25,0.25,0.1,0.15,0.181818182,0.090909091,0.181818182,0.303030303,0.242424242,1,0.162790698,0.11627907,0.162790698,0.186046512,0.162790698,0.209302326,9,4,2,,0,0,0,0,0
5,0,9,10,20,0,1,0,0,0,0,0,0,0.071428571,0.238095238,0.166666667,0.166666667,0.238095238,0.119047619,4,10,2,21,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0.2,0.05,0.25,0.25,0.1,0.15,0.181818182,0.090909091,0.181818182,0.303030303,0.242424242,1,0.214285714,0.142857143,0.166666667,0.214285714,0.142857143,0.119047619,10,3,2,,0,0,0,0,0
6,0,11,1,11,0,0.35,0.2,0.2,0.2,0,0.05,0,0.155555556,0.2,0.177777778,0.2,0.177777778,0.088888889,7,4,2,23,1,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,0.1,0.25,0.2,0.25,0.05,0.15,0.147058824,0.205882353,0.235294118,0.264705882,0.147058824,1,0.146341463,0.219512195,0.170731707,0.146341463,0.170731707,0.146341463,6,6,2,4,0,0,0,0,0
6,0,11,2,12,0,0.6,0,0,0.4,0,0,0,0.139534884,0.186046512,0.23255814,0.139534884,0.162790698,0.139534884,7,4,2,23,1,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,0.1,0.25,0.2,0.25,0.05,0.15,0.147058824,0.205882353,0.235294118,0.264705882,0.147058824,1,0.15,0.225,0.225,0.15,0.2,0.05,7,6,2,4,0,0,0,0,0
6,0,11,3,13,0,0.19,0.18,0.19,0.18,0.14,0.12,1,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,10,10,1,23,1,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,0.1,0.25,0.2,0.25,0.05,0.15,0.147058824,0.205882353,0.235294118,0.264705882,0.147058824,0,0.137931034,0.24137931,0.310344828,0.137931034,0.103448276,0.068965517,6,2,1,4,0,0,0,0,0
6,0,11,4,14,1,0.3,0.05,0.15,0.4,0.05,0.05,1,0.130434783,0.173913043,0.173913043,0.152173913,0.195652174,0.173913043,7,7,2,23,1,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,0.1,0.25,0.2,0.25,0.05,0.15,0.147058824,0.205882353,0.235294118,0.264705882,0.147058824,1,0.205128205,0.153846154,0.179487179,0.205128205,0.051282051,0.205128205,9,4,2,4,0,0,0,0,0
6,0,11,5,15,0,0.3,0.1,0.2,0.1,0.1,0.2,1,0.191489362,0.14893617,0.191489362,0.14893617,0.191489362,0.127659574,9,2,1,23,1,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,0.1,0.25,0.2,0.25,0.05,0.15,0.147058824,0.205882353,0.235294118,0.264705882,0.147058824,0,0.161290323,0.129032258,0.258064516,0.258064516,0.129032258,0.064516129,4,3,1,4,0,0,0,0,0
6,0,11,6,16,0,0.5,0,0.3,0.1,0,0.1,1,0.139534884,0.139534884,0.186046512,0.186046512,0.186046512,0.162790698,6,6,2,23,1,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,0.1,0.25,0.2,0.25,0.05,0.15,0.147058824,0.205882353,0.235294118,0.264705882,0.147058824,0,0.157894737,0.368421053,0.315789474,0.052631579,0.052631579,0.052631579,2,2,2,4,0,0,0,0,0
6,0,11,7,17,0,0.35,0.15,0.25,0.1,0.05,0.1,0,0.15625,0.1875,0.25,0.125,0.15625,0.125,3,3,2,23,1,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,0.1,0.25,0.2,0.25,0.05,0.15,0.147058824,0.205882353,0.235294118,0.264705882,0.147058824,1,0.205128205,0.205128205,0.205128205,0.205128205,0.076923077,0.102564103,8,7,2,4,0,0,0,0,0
